dates,ids,names,monthly_listeners,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,playlists_found,feat_track_ids
2024-04-03,3I0dZZLw0lTrptPX7nNc59,tim karlsen,305229.0,40,125,background piano,2022,2023,4,1,Perfect Concentration,"1z4bpvqPgnfUg9fkykQp0D, 1z4bpvqPgnfUg9fkykQp0D"
2024-04-03,3ICflSq6ZgYAIrm2CTkfVP,the animals,8449014.0,65,2358517,"album rock, british invasion, classic rock, hard rock, protopunk, psychedelic rock, rock",1964,2023,15,2,Rock Classics,61Q9oJNd9hJQFhSDh6Qlap
2024-04-03,3IDwktZCJFdN7oBKwLOZX5,gåel,355215.0,44,5169,ambient worship,2020,2024,20,1,calm vibes,6jE6saiaFwGLHZpFaCHDoq
2024-04-03,3IJ21966TwNZI24MwZHMu4,baby tate,3881168.0,72,456641,trap queen,2015,2024,20,4,RapCaviar,1udwFobQ1JoOdWPQrp2b6u
2024-04-03,3IYUhFvPQItj6xySrBmZkd,creedence clearwater revival,35124138.0,81,6420823,"album rock, classic rock, country rock, rock, southern rock, swamp rock",1968,2022,20,1,Rock Classics,"4BP3uh0hFLFRb5cjsgLqDh, 2LawezPeJhN4AWuSB0GtAU"
2024-04-03,3IunaFjvNKj98JW89JYv9u,the japanese house,2056166.0,60,684628,"indie pop, indietronica, modern dream pop, pov: indie, vapor soul",2015,2023,15,4,Creativity Boost,15gL4n95OG5KEQLCMXPQzp
2024-04-03,3Ivps5evkCqTJp50aqXTlu,denis turbide,360473.0,48,2330,instrumental acoustic guitar,2011,2024,20,1,Perfect Concentration,5yLEm7dJOXoMBR5OztKbY4
2024-04-03,3JjvsPeGMbDJqsphe2z8xU,p1harmony,1814641.0,64,1088848,"k-pop, k-pop boy group",2020,2024,15,6,Hallyu Boy Bands,2E7qG81LXdZEfobhcrVm06
2024-04-03,3K2Srho6NCF3o9MswGR76H,bakar,8307891.0,68,538682,uk alternative hip hop,2018,2023,20,6,Creativity Boost,4udjo5nLK61pKajakfrndc
2024-04-03,3KFuPRxcyZraNgy31TVxwF,cecile roy,280260.0,40,206,background piano,2021,2023,9,1,Perfect Concentration,"6WQq1wgrWu5htUbN7CQMtA, 6WQq1wgrWu5htUbN7CQMtA"
2024-04-03,3KSiDeHcHXc19XgnzXGlXJ,vegard,168930.0,37,890,"background music, background piano",2019,2024,18,1,Focus Piano,6QjleATuBevQEy00ssnKhH
2024-04-03,3KonOYiLsU53m4yT7gNotP,treasure,2708284.0,66,3295958,k-pop boy group,2020,2024,19,2,Hallyu Boy Bands,0dcnrLo8s1rhjm8euGjI4n
2024-04-03,3LZZPxNDGDFVSIPqf4JuEf,ice spice,21385367.0,76,3279695,bronx drill,2021,2024,18,1,RapCaviar,4w2Furap0ZzaiK4J14E9sR
2024-04-03,3LkHg6D2NUGLLrqpnp1HTt,aimon cour,266392.0,42,260,background piano,2020,2024,15,1,Perfect Concentration,"6ISg0RvvHZ2qq1wE8Mhyyx, 6ISg0RvvHZ2qq1wE8Mhyyx"
2024-04-03,3MMGcm0uz164HFTE1Dp5Jh,gina ordonieva,180832.0,39,217,background piano,2020,2024,17,1,Focus Piano,3w7ooeKGTjTd8W7Qp2oAop
2024-04-03,3MZsBdqDrRTJihTHQrO6Dq,joji,19929292.0,79,9394815,viral pop,2017,2022,17,1,Creativity Boost,4J2HQow52pFt9olOHnYTbk
2024-04-03,3NLvXOZtSYiCwXc24os7Wh,michiel borstlap,262195.0,47,6519,dutch jazz,2004,2022,20,7,Focus Piano,5JSQc1Anz5HWLZUpMbmMh1
2024-04-03,3NMfMCA11Xo7RUc91o64Og,hideyuki hashimoto,903559.0,59,27059,japanese piano,2012,2024,20,1,Focus Piano,"79V5WPD3ZmojHUlRIhD2FG, 0y7I045qDUH1carkgTB2UG, 79V5WPD3ZmojHUlRIhD2FG, 0ZcIrPjwN6XIjx3O5Ga90P"
2024-04-03,3NPpFNZtSTHheNBaWC82rB,x ambassadors,13775765.0,71,2971249,"modern alternative rock, modern rock, stomp pop",2013,2024,20,1,Sunrise Run,0fYVliAYKHuPmECRs1pbRf
2024-04-03,3Nrfpe0tUJi4K4DXYWgMUX,bts,28774268.0,87,72202767,"k-pop, k-pop boy group, pop",2013,2022,20,10,Hallyu Boy Bands,"3FeVmId7tL5YN8B7R3imoM, 6m1TWFMeon7ai9XLOzdbiR, 69xohKu8C1fsflYAiSNbwM, 4a9tbd947vo9K8Vti9JwcI, 5IAESfJjmOYu7cHyX557kz, 5FVbvttjEvQ8r2BgUcJgNg"
2024-04-03,3PTjnqoKl6QVBWt7bSrhMz,charles weathersby,345562.0,44,1110,background piano,2019,2023,13,3,Piano in the Background,4uDV95QK5kIHC23bfcDpu1
2024-04-03,3PhoLpVuITZKcymswpck5b,elton john,51667195.0,83,13011044,"glam rock, mellow gold, piano rock, rock",1993,2022,20,16,Rock Classics,3gdewACMIVMEWVbyb8O9sY
2024-04-03,3RGLhK1IP9jnYFH4BRFJBS,the clash,11548774.0,69,2683051,"alternative rock, permanent wave, punk, rock",1977,2022,13,3,Rock Classics,39shmbIHICJ2Wxnk1fPSdz
2024-04-03,3S4d3YRNGg2OhnNm3QvfhA,slenderbodies,512178.0,48,172327,vapor soul,2016,2023,20,1,Creativity Boost,"3KgfNzfM4LfxP2v2miNIvh, 2pVym24miJgEbF170Is2lO"
2024-04-03,3SozjO3Lat463tQICI9LcE,tyla,32282587.0,79,834570, pop ,2019,2024,15,1,EQUAL,40ds3xedbMkWhszkGnZwxi
2024-04-03,3T0fMfxYBU3q9oAUAdPIsr,highlight,354919.0,48,510605,"k-pop, k-pop boy group",2017,2024,11,6,Hallyu Boy Bands,3jH1IMkaF2I1sDgNDbegq5
2024-04-03,3TVXtAsR1Inumwj472S9r4,drake,82924484.0,96,85994585,"canadian hip hop, canadian pop, hip hop, pop rap, rap",2009,2024,20,1,RapCaviar,"7aqfrAY2p9BUSiupwk3svU, 3QS9ZCtoSCJhmaJ7QNXSAS, 2YSzYUF3jWqb9YP9VXmpjE, 1yeB8MUNeLo9Ek1UEpsyz6"
2024-04-03,3Th7uQxL5iOFrWHZ4GZIzP,silje mørk,567943.0,48,169,background piano,2021,2024,11,1,Perfect Concentration,"3JWltf5Em6j7uhJhSNFneD, 4KvLHsCnVxcRC3JVlU2OdN, 3JWltf5Em6j7uhJhSNFneD, 4ZnUrXGZhm577FUd29Pz2f, 3JWltf5Em6j7uhJhSNFneD"
2024-04-03,3Uqu1mEdkUJxPe7s31n1M9,weyes blood,1795165.0,58,442964,"art pop, chamber pop, dream pop, experimental folk, experimental pop, indie pop",2011,2024,15,6,Creativity Boost,2HZasNmIAzprwJjFLPoSGM
2024-04-03,3VASiWHuSkZzujob6UXob6,lavinia hope,1358055.0,54,1417,hypertechno,2022,2024,10,1,Main Stage,6d4o00VKYnYb1DgvZr2xuV
2024-04-03,3VPVhQsx3V6CNIjMr0EQf4,eberina,238445.0,39,292,background piano,2020,2024,14,1,Perfect Concentration,"6wldb27dwn4uxIGPELz55b, 1q4LgMZguHvaPnmihuL62s, 6wldb27dwn4uxIGPELz55b"
2024-04-03,3VVLqeEqQQqTgT8YhfY9Z6,emmit fenn,4782679.0,64,211005,chill house,2017,2024,20,1,Creativity Boost,"4RE36XFP3a20pBSV9GdMAE, 7n4UFFZEY1HfF87DfG2LZ4"
2024-04-03,3VuZZ1n0XGacnz96Ys8mrZ,kyanu,4844970.0,64,14527,hypertechno,2023,2024,20,1,Main Stage,04nyFUuwYgLfrckvk0MIU9
2024-04-03,3W9UldYu0xJcaOAw2SUTDI,panama,2518366.0,57,116586,"australian indie, indietronica, nu disco, shimmer pop",2021,2023,20,1,Creativity Boost,7mEowvi9llcvmL3tLqmhAy
2024-04-03,3WrvWolT9GYQzCudBunNu3,christopher dicker,503770.0,50,4050,neo-classical,2017,2023,20,1,Intense Studying,3zahvGDaE79KRUr447Jrzw
2024-04-03,3XHO7cRUPCLOr6jwp8vsx5,alt-j,10384154.0,70,3235436,"indie rock, indietronica, modern alternative rock, modern rock, rock",2012,2023,20,1,Creativity Boost,0jeJR3LdrC2QJNviq7wjzp
2024-04-03,3Xt3RrJMFv5SZkCfUE8C1J,kim petras,26038832.0,76,1070108,"alt z, pop, transpop",2018,2024,20,2,Main Stage,4AFlChQQJbB1MOCgOiiyYc
2024-04-03,3ZpEKRjHaHANcpk10u6Ntq,ayra starr,10519783.0,73,2652613,afrobeats,2021,2024,20,1,EQUAL,3JozQbIWMHBTKIghXKehVy
2024-04-03,3c06rwhV9teHblfhGaUqdp,maru gomes,315364.0,43,491,background piano,2021,2023,14,1,Intense Studying,"0i4LbBW7DOlVcXThcRlbsP, 0i4LbBW7DOlVcXThcRlbsP"
2024-04-03,3ceQN2NVlLg1hgTzljDE4n,half moon run,1257302.0,55,295853,"canadian indie, indie folk, quebec indie",2013,2024,20,2,Sunrise Run,2BzR2zRJIcFcMCIBKAD68U
2024-04-03,3cjEqqelV9zb4BYE3qDQ4O,exo,4684202.0,70,9403656,"k-pop, k-pop boy group",2013,2023,20,1,Hallyu Boy Bands,0yB4jrSwN0bFtFRDR5vyMj
2024-04-03,3dBVyJ7JuOMt4GE9607Qin,t. rex,3916131.0,61,1034379,"classic rock, glam rock, protopunk, rock",1971,2022,20,2,Rock Classics,6FsQrRpBLgsrFeAeiQqytm
2024-04-03,3dE26Q3xzd8o6XVd49FJpL,luca bissette,159729.0,37,223,background piano,2022,2024,7,1,Instrumental Study,5dmd3hir8TFWwUwO9vLGjk
2024-04-03,3e4aLWouBXjJXSFwU7ilQA,piotr wiese,414217.0,51,2802,neo-classical,2018,2024,20,1,Piano in the Background,2sTPEZ07GXOaHASVh9qRPa
2024-04-03,3eqjTLE0HfPfh78zjh6TqT,bruce springsteen,16418400.0,75,6142245,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",2002,2023,20,15,Rock Classics,"6hTcuIQa0sxrrByu9wTD7s, 0dOg1ySSI7NkpAe89Zo0b9"
2024-04-03,3f8b2H7fazJlShrwj38XiS,deptford goth,44213.0,28,34506,"electropop, gauze pop",2000,2021,14,4,Creativity Boost,3LxBDk2jxjRmagg1VAwCGM
2024-04-03,3g7vWifmj7qRmNwAR7K1Fc,zuzana kudová,90894.0,33,592,background piano,2019,2023,5,1,Focus Piano,"535EYYpCRKqg0Z9H0v3u1x, 535EYYpCRKqg0Z9H0v3u1x"
2024-04-03,3gd8FJtBJtkRxdfbTu19U2,mumford & sons,11050303.0,72,6352231,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana",2009,2024,20,1,Sunrise Run,"1fXiYSWmkKJfRKMegCkI11, 4B4vB3oB8csotplfoQcAd6"
2024-04-03,3hg7WmmcESGiEaNU40tqXn,britti,101940.0,33,3964, contemporary ,2023,2024,5,1,RADAR US,2s5bAoQpITfCJiX5LRBx60
2024-04-03,3js7EAaEd42YT5pAYfm5PD,abelin lagarde,641046.0,49,166,background piano,2021,2023,6,1,calm vibes,"6fHq66kBS2OJiWu3ZGNZj9, 6fHq66kBS2OJiWu3ZGNZj9"
2024-04-03,3mIj9lX2MWuHmhNCA7LSCW,the 1975,13445931.0,77,7093612,"modern alternative rock, modern rock, pop, pov: indie, rock",2013,2024,20,1,Creativity Boost,2i1CnSeLjppv41BTuc7qhY
2024-04-03,3nEq4JXO2GPqB7n95OacSk,half giant,106667.0,33,366,christmas instrumental,2016,2023,5,3,Instrumental Study,0AlsRtqib2JbMHDWvcDrus
2024-04-03,3pQXFWbvLit77NpvNmOo3k,young & sick,167621.0,38,24835,vapor pop,2014,2022,20,1,Creativity Boost,3MziBfxdRIQHTrdTJuk5qt
2024-04-03,3pol9num4gn7ifeZrENp2E,mia wray,213720.0,41,19052, pop ,2020,2024,11,1,EQUAL,3PcFKgSulT1nbrMXiic7xe
2024-04-03,3qiHUAX7zY4Qnjx8TNUzVx,yeat,21748966.0,85,4539983,"pluggnb, rage rap",2019,2024,20,1,RapCaviar,"5NAOhPAZ57eFAXr3qatS6i, 2YSzYUF3jWqb9YP9VXmpjE"
2024-04-03,3qm84nBOXUEQ2vnTfUTTFC,guns n' roses,29975397.0,79,30270730,"glam metal, hard rock, rock",1987,2023,17,1,Rock Classics,"7snQQk1zcKl8gZ92AnueZW, 0G21yYKMZoHa30cYVi1iA8, 2N2yrmodOnVF10mKvItC9P"
2024-04-03,3sakSn9xHMLlqQxOnQ57fB,jana kirschner,138983.0,41,30621,"czech pop, slovak pop",2000,2024,20,1,EQUAL,75aFeZA5ZnaJ3lBAa3Kugz
2024-04-03,3t5xRXzsuZmMDkQzgOX35S,robin schulz,25465056.0,77,3066486,"deep euro house, deep house, edm, german dance, pop dance, tropical house",2014,2024,20,1,Main Stage,2D1P2Y9RUxZW2Ch9A1rwHA
2024-04-03,3tJoFztHeIJkJWMrx0td2f,moneybagg yo,11314647.0,75,4370433,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",2016,2023,20,19,RapCaviar,2k2ygnRjt8MLu22HWsqym2
2024-04-03,3u1wiRKUBM08aAzGxjNwZb,deborah fulmen,77988.0,32,167,background piano,2021,2024,7,1,Focus Piano,7kM730IsygsLA81M0r5H0F
2024-04-03,3uADykN9RMDJGAc6mIN4mX,alicia première,167319.0,36,308,background piano,2020,2024,8,1,Intense Studying,4c6CZzNkSB8TGdej0Vdj8r
2024-04-03,3w18CP1k8zFZb1GfRlPHyK,maths time joy,170825.0,36,13960,neo r&b,2020,2023,20,1,Creativity Boost,6iPfkO3MvKEZcD7OnGWzFB
2024-04-03,3zmfs9cQwzJl575W1ZYXeT,men i trust,8816936.0,71,1745227,"indie pop, pov: indie",2014,2023,20,1,Creativity Boost,7fax7NlxOq2X9kMZw8QLE2
2024-04-03,3zpg5vjPLd2G5hQGaCuTS2,miriam raye,384303.0,45,858,background piano,2021,2023,7,2,Perfect Concentration,2qCzkyUdNWxGY0lQh0jp8F
2024-04-03,418rmHL9Xl5t9hCYF1Wgyl,dwight rivera,729748.0,51,623, contemporary ,2022,2023,20,2,calm vibes,"1qXgnbIFHqeRFdjKhDSB7X, 6GRjlkZ7MxKtRC4jsJzQxv"
2024-04-03,42FPpLXLAA9C9H5FXp6RbJ,lietru,1186914.0,52,2164,hypertechno,2023,2024,4,1,Main Stage,6d4o00VKYnYb1DgvZr2xuV
2024-04-03,42vzUzUtpdNGFYxqgVcXl1,christian janssen,732586.0,51,504,background piano,2022,2024,20,1,Perfect Concentration,"1F0zXMBvMOK2MgpLWD1knU, 1Q2ih8UwOirSbXp9Nb4QV4, 1Q2ih8UwOirSbXp9Nb4QV4, 1F0zXMBvMOK2MgpLWD1knU, 4mbhsk7uTmqPYSpUKRICne, 4KVimA013KuiiMWHbSft1q"
2024-04-03,434a1xYHmz2z0QvE2jYzmX,dean demir,16899.0,23,158,background piano,2020,2024,7,1,calm vibes,"01hiTwznescgIbY9PAUVUz, 01hiTwznescgIbY9PAUVUz, 01hiTwznescgIbY9PAUVUz"
2024-04-03,43BxCL6t4c73BQnIJtry5v,james hype,12682095.0,71,338987,"deep groove house, house, pop dance, uk dance",2022,2024,20,3,Main Stage,4AFlChQQJbB1MOCgOiiyYc
2024-04-03,43mhFhQ4JAknA7Ik1bOZuV,pat benatar,5758213.0,63,1704159,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock",1979,2020,20,2,Rock Classics,0vOkmmJEtjuFZDzrQSFzEE
2024-04-03,43s6uFZrdusv7ggmDSpO41,tata,1181318.0,65,143125,new york drill,2022,2024,20,1,RapCaviar,6ulEymrJ2Azx1uo3YHSE5w
2024-04-03,45dkTj5sMRSjrmBSBeiHym,tate mcrae,59506442.0,85,5075884,pop,2021,2024,20,1,EQUAL,3rUGC1vUpkDG9CZFHMur1t
2024-04-03,46SHBwWsqBkxI7EeeBEQG7,kodak black,28363555.0,80,10324196,"florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino",2014,2024,20,1,RapCaviar,"3FRYmCRHCavq3Y6aCj11Px, 2yrEBYkFqRcT65jRXnIICU"
2024-04-03,485uL27bPomh29R4JmQehQ,bob seger,7453804.0,68,2334231,"album rock, classic rock, country rock, detroit rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",1969,2023,20,1,Rock Classics,5EOoMWIB9iK4ZpcSex9Ec7
2024-04-03,49PC2thu4PsvOGs77fgXwA,steven windhaug,507710.0,47,629,background music,2018,2024,10,4,Peaceful Piano,4fv0GOcz0wbPcPR0CjILUg
2024-04-03,4AKwRarlmsUlLjIwt38NLw,ofenbach,17526957.0,74,584133,pop dance,2022,2024,20,1,Main Stage,3bK1zVFBKIzYjmptmI4NsJ
2024-04-03,4CHiVarfTsFhkFOk5vHS77,marc scibilia,716007.0,50,59447,indiecoustica,2013,2024,20,1,Sunrise Run,2nxmj0bOGYbIRMWn2xSsvB
2024-04-03,4CeLc2a4z354klArJA9WQi,carlo boscoli,78674.0,32,159,background piano,2021,2023,10,1,Focus Piano,"61TS7LURuPHVDdVsuWvxfC, 61TS7LURuPHVDdVsuWvxfC"
2024-04-03,4DdkRBBYG6Yk9Ka8tdJ9BW,offset,23184376.0,80,3836708,"atl hip hop, hip hop, pop rap, rap, trap",2017,2024,20,1,RapCaviar,"0ZBg0OsGKgZajDgFtryiz7, 2Gk6fi0dqt91NKvlzGsmm7"
2024-04-03,4E2rKHVDssGJm2SCDOMMJB,doechii,8906757.0,67,442174,alternative r&b,2019,2024,20,1,EQUAL,2xaaJcmvMOmpDbTwlWnjFh
2024-04-03,4ETSs924pXMzjIeD6E9b4u,surfaces,7746640.0,67,921266,bedroom soul,2017,2024,20,1,Creativity Boost,2qTWIlRARiTrE5MIO1Q0HE
2024-04-03,4EXNBWhy685Yit4VemEbR6,eline neteland,61610.0,30,439,"background music, background piano",2019,2023,7,1,Focus Piano,0jw7ZhzCPQVAR6b7rQT1QJ
2024-04-03,4F4pp8NUW08JuXwnoxglpN,bad gyal,11798150.0,74,1529454,"neoperreo, rap catala, rap latina, trap catala, urbano espanol, urbano latino",2016,2024,20,1,RADAR US,1bmIRafMOhUKsnZE7haw2u
2024-04-03,4F84IBURUo98rz4r61KF70,the white stripes,16579342.0,71,3049728,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock",1999,2023,20,3,Rock Classics,3dPQuX8Gs42Y7b454ybpMR
2024-04-03,4Ga1P7PMIsmqEZqhYZQgDo,lil tecca,21151103.0,81,7118292,"melodic rap, pluggnb, rap",2019,2024,20,1,RapCaviar,"1xWkeSPhf3bZqHY7Ncz8vp, 5ZDIwpR2JMwuRM8xumtmxn"
2024-04-03,4GmataFSHOSQWxuuUX57Bh,jim-e stack,216046.0,39,34232," jazz , rock ",2014,2022,20,1,Creativity Boost,"0yyLXG8mShBAwGk0oC7JCx, 2rF0SIGlQLyU2Vg3Vxlxn5"
2024-04-03,4Gso3d4CscCijv0lmajZWs,don toliver,29488731.0,83,4059299,"pop rap, rap, trap",2018,2024,20,2,RapCaviar,7sTyAjxDXq9afwfSQy6D0s
2024-04-03,4HgoiVnZ4T75NSjXygiOyH,finja seiden,431606.0,44,123,background piano,2022,2024,8,1,Peaceful Piano,1vwLrgMsd1sCPpXTzXxuBL
2024-04-03,4JG781pl96pL2h0AoERgOA,keyon harrold,126299.0,41,16949,"indie jazz, jazz trumpet",2009,2024,20,1,RADAR US,4uqqDxaGmpUnUWDWurzLO9
2024-04-03,4KWTAlx2RvbpseOGMEmROg,r.e.m.,17669479.0,73,4413378,"alternative rock, athens indie, permanent wave, rock",1988,2023,20,11,Rock Classics,31AOj9sFz2gM0O3hMARRBx
2024-04-03,4LEiUm1SRbFMgfqnQTwUbQ,bon iver,18671445.0,76,3539897,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",2008,2023,13,4,Creativity Boost,0yyLXG8mShBAwGk0oC7JCx
2024-04-03,4LKXdZFgLqP1Yozo8I28jJ,michael frankenberger,213964.0,42,1161,epicore,2017,2024,20,1,Piano in the Background,"1Z1PcKjgCAf2O9VQommZgB, 5nH4IicA1G7pxIfgHPZNp0"
2024-04-03,4MVyzYMgTwdP7Z49wAZHx0,lynyrd skynyrd,16570877.0,72,5019580,"album rock, classic rock, hard rock, rock, southern rock",1999,2023,20,12,Rock Classics,5EWPGh7jbTNO2wakv8LjUI
2024-04-03,4MfdeUAPPDpi4xdc1jvnwg,meg smith,323972.0,43,16708," pop , romantic ",2021,2024,20,2,RADAR US,16wWEwPTnnBwCFmwSx3bwd
2024-04-03,4OGlp2UdUQGPJVbvJ82Cz5,roland clark,955221.0,49,13542,garage house,1998,2024,20,1,RADAR US,5oOUGZNKsx5LEE1FYyLcoB
2024-04-03,4QDvXnbmw1znkqkK1119Fc,rkcb,278622.0,42,114351,"indie electropop, indie poptimism, vapor soul",2016,2020,20,1,Creativity Boost,2jPQpbzZd90opXN0cBOspe
2024-04-03,4S6bYPPOxQPs9hSnUBbGBN,martin landström,650897.0,49,3288, jazz ,2016,2024,20,1,Piano in the Background,4KROMXtKf53YcpITKEKjQm
2024-04-03,4UUDpbs7gikfzHz0CRvdnv,j ember,102077.0,33,11881,toronto indie,2020,2024,20,1,Creativity Boost,7rP2j96yHkABXBAKpMAFs9
2024-04-03,4UvYi8W3Tfi1FOeLN6rHZ7,blake hollow,195502.0,38,89,background piano,2023,2024,10,1,Focus Piano,"2QJXHDyxs9uqGvdcsR5g2h, 2QJXHDyxs9uqGvdcsR5g2h, 4ynhellTDGYbADxBswSGAS"
2024-04-03,4WN5naL3ofxrVBgFpguzKo,rudimental,14497669.0,71,1343054,"pop dance, uk dance, uk funky",2013,2024,20,7,Main Stage,5Jpz4nv8nA6FIYO5gEyQa2
2024-04-03,4WqVsCKvGiqrgF9v27Dsa8,death lens,174310.0,38,23834,"action rock, socal indie, surf punk",2014,2024,17,7,RADAR US,4rUWdWtDbM3aYUHoFTzJdW
2024-04-03,4XF98HJsL7ue3NksOvebiJ,aquilegia,417247.0,45,352,background piano,2022,2024,9,1,Perfect Concentration,"4Pl37bufUvxJOhLJIfLCcl, 0CFHCZ9LKhFA1DqExQHkf9, 4Pl37bufUvxJOhLJIfLCcl, 0CFHCZ9LKhFA1DqExQHkf9, 4Pl37bufUvxJOhLJIfLCcl, 3uAeBJ1Mmdo58cJ8XgjkkC, 0CFHCZ9LKhFA1DqExQHkf9"
2024-04-03,4Z8W4fKeB5YxbusRsdQVPb,radiohead,26387546.0,81,9593741,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",1993,2021,20,1,Rock Classics,70LcF31zb1H0PyJoS1Sx1r
2024-04-03,4bL2B6hmLlMWnUEZnorEtG,felix jaehn,19371379.0,74,1270020,"edm, german dance, pop dance, tropical house",2018,2024,20,1,Main Stage,0oWN1xuaWUrx8QGiYqxAs9
2024-04-03,4bRMSKrWQRQXELuI73lXLD,tamara eden,240901.0,40,159,background piano,2022,2024,8,1,Perfect Concentration,"1wawCywSOC0uHeauIiCibd, 0t0mP5UyvLADSM7E97iJCl"
2024-04-03,4c59nmQyhUfXe5RkS0bjNA,dj tani,574875.0,47,3828,hypertechno,2023,2024,20,1,Main Stage,5ybpVGn3epiwjD9CdaJyqm
2024-04-03,4cXLEhsZ1W4T6qBiDYVih4,aqyila,2029527.0,58,80623, traditional ,2021,2024,11,1,EQUAL,5utUZ5nv6y6dR8irsnOQEj
2024-04-03,4dwdTW1Lfiq0cM8nBAqIIz,of monsters and men,9758592.0,68,3461268,"folk-pop, metropopolis, modern rock, stomp and holler",2012,2022,14,1,Sunrise Run,"3a2tuvXCHbW5nuUckuHkKT, 60ZGteAEtPCnGE6zevgUcd"
2024-04-03,4e9TBaTlI3LVQz3tkTYC0I,hailey whitters,1805969.0,56,78963,"contemporary country, country pop, modern country pop",2015,2024,18,1,RADAR US,5g4ARvINyjjLoiDX4roM8m
2024-04-03,4eHzBO6qaL2wt35kENSbTs,tobiahs,2868631.0,59,31374,aussietronica,2017,2024,12,1,Main Stage,1oH6oeK8iKeRL9VTQY5w2r
2024-04-03,4fMFhhP8Sqi3WWiaoOm5QT,our distant worlds,411211.0,46,2234," classical , ambient ",2022,2024,20,1,Focus Piano,3wEBkJFS7AngSwHAEcrkFb
2024-04-03,4gKgtmTsn635GvNGL8EXh8,lorenzo fiore,460646.0,46,605,background piano,2020,2024,9,1,Peaceful Piano,6cq7PaFrHOyOVzNyFBTCoX
2024-04-03,4gzpq5DPGxSnKTe4SA8HAU,coldplay,76441322.0,88,49638297,"permanent wave, pop",2000,2022,20,2,Hallyu Boy Bands,3FeVmId7tL5YN8B7R3imoM
2024-04-03,4ixNZvQuuzCDxBsxO9zE6L,gonzy,5186013.0,67,54209,urbano latino,2021,2024,20,1,RADAR US,0T0Oo2aVRt5a39D3ObeWwm
2024-04-03,4jUSZA2wRFImlXFhsV3Ab6,daniel schrage,211574.0,46,1084,neo-classical,2021,2024,20,1,Focus Piano,5Mh54AIaFYYUMT3RGBJurm
2024-04-03,4jwROPSUkTkohLCRiyjiZZ,destin conrad,1390382.0,58,128495,alternative r&b,2019,2024,19,1,RADAR US,6pZmOVPbimu4qiEXCnleAT
2024-04-03,4kYSro6naA4h99UJvo89HB,cardi b,34968840.0,81,23465134,"pop, rap",2016,2024,20,1,RapCaviar,7pDfRnoEDRkcz7bQsOjnPc
2024-04-03,4n1lW38WKgyPEIZowQ3AND,akira kosemura,856725.0,54,81373,"compositional ambient, j-ambient, japanese classical, japanese piano",2014,2023,20,15,calm vibes,7AZCidWfobiJzWoxPB67gr
2024-04-03,4nmvmUQiWmoz5AsRoxW41b,jørg sorensen,403152.0,45,771,background piano,2021,2024,7,1,Perfect Concentration,"6BMcMtb9M5yqelouZZaOPd, 4c185uEKVcnM2fwF0Tvjis"
2024-04-03,4oLeXFyACqeem2VImYeBFe,fred again..,17179417.0,79,1373165,"edm, house, stutter house",2020,2024,20,1,Creativity Boost,"5DHSlpd0MX9DfnoAQqolfa, 1MVqeIAwhD4T44AKVkIfic"
2024-04-03,4pwXiI7Z5ZStkgKowZyoKi,like mike,13832999.0,70,168909,belgian edm,2021,2024,20,1,Main Stage,09CnYHiZ5jGT1wr1TXJ9Zt
2024-04-03,4qOzMSukiZoiSjPQw8Zs7s,mansionair,896405.0,52,173051,"aussietronica, indietronica",2018,2023,20,1,Creativity Boost,59yTEzjOYeugvF9WKAvONs
2024-04-03,4rc8nzClXj7sUjvsHVg6AD,naomi raine,2457660.0,65,228610,worship,2015,2024,20,1,RADAR US,66FyOjreSvM26FWvVvsjOP
2024-04-03,4sdhhi6q1Ez9l5PagQsykC,katy nichole,1393010.0,56,120571,ccm,2022,2023,10,2,RADAR US,66FyOjreSvM26FWvVvsjOP
2024-04-03,4tpUmLEVLCGFr93o8hFFIB,blondie,12939378.0,70,1429422,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",1976,2022,20,2,Rock Classics,5Th6EdNVhxp0TPX41ZLZk6
2024-04-03,4ufHiOJK9tL0y3QfNwGJ6l,sgawd,12239.0,19,3315,"alte, nigerian pop",2020,2024,11,1,EQUAL,26JP5SQwytblnVcW1x9kGc
2024-04-03,4vNlfhvPPRLOvmveTD7uQ0,cairo,219211.0,40,647,"chill house, tropical house",2020,2023,9,1,Creativity Boost,398CKeawsPHfonnxsimsPe
2024-04-03,4vbZKiwmvbbW6onily9SJ5,styleto,536728.0,48,20772,french pop,2022,2024,7,1,EQUAL,6nc1bKC7wr4L8y6vMUdQKK
2024-04-03,4w0JSW4wf4K5yYsruCZEbV,catherine peterson,165955.0,37,201,background piano,2021,2024,6,1,Instrumental Study,71m2wUi0w4bQHDqloMQg5c
