ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,count,dates,playlists_found
2lFFiNm0XtgJ6wkdncTB4k,Drive - 2017 Remaster,72.0,184.0,6DCIj8jNaNpBz8e5oKFPtp,1984,234332.0,0.115,0.261,0.703,0.00078,0.102,-7.871,0.0414,83.495,0.405,6.0,1.0,4.0,1.0,2024-04-06,Is it New Wave?
5149LIHpBivPrcQsX5HZO6,Golden,52.0,183.0,0J7U24vlOOIeMpuaO6Q85A,2023-09-29,207294.0,0.263,0.374,0.596,0.000182,0.112,-6.833,0.0407,173.821,0.618,4.0,0.0,3.0,1.0,2024-04-06,Rockin' Vibes
1FvDJ9KGxcqwv1utyPL3JZ,This Charming Man - 2011 Remaster,78.0,185.0,3yY2gUcIsjMr8hjo51PoJ8,1984-02-20,162920.0,0.00509,0.611,0.846,0.0,0.0784,-5.9,0.0436,103.912,0.751,11.0,1.0,4.0,1.0,2024-04-06,Is it New Wave?
6YKeEQOMBRxrv9kY5A4pON,Resolve,52.0,185.0,3szEDgli10x7q4mMLCehgP,2024-03-29,160095.0,0.991,0.575,0.0535,0.926,0.11,-23.262,0.0552,63.322,0.0874,11.0,1.0,3.0,1.0,2024-04-06,Instrumental Guitar Focus
1Ft5ivAGXYDmNoKmys13sX,Crutch,46.0,185.0,0OdUWJ0sBjDrqHygGUXeCF,2022-03-04,223053.0,0.0095,0.465,0.872,3.97e-05,0.1,-5.375,0.0311,145.491,0.816,2.0,1.0,4.0,1.0,2024-04-06,Rockin' Vibes
5wDqNmiNn05olf0aavPjfy,View From an Ocean Window,54.0,185.0,1KBpWE9XJDISBwQ0PKkf0g,2024-03-27,174250.0,0.92,0.559,0.27,0.889,0.159,-13.046,0.202,166.656,0.0899,2.0,1.0,5.0,1.0,2024-04-06,Instrumental Guitar Focus
0iqJIE15UsLphh2BdZ3aoh,Party in My Head,61.0,185.0,0hGpZy6ws8FofByMkt0CV1,2021-06-11,188111.0,0.000152,0.445,0.914,0.0,0.549,-5.001,0.0494,135.032,0.587,4.0,0.0,4.0,1.0,2024-04-06,Heavy Metal
6oosMYrpIekDxg67SV60Va,IMY (feat. Bella Renee),60.0,185.0,"24kY0bUku58QhWv5WFFXaf, 7od8NRvfdfAanx6IcY7JSa",2022-05-06,166896.0,0.0233,0.426,0.918,0.000314,0.11,-1.543,0.0396,174.02,0.297,4.0,0.0,4.0,1.0,2024-04-06,Hype
5ObemyuL5dhT67hyz1iWlA,I Want Out,61.0,185.0,4pQN0GB0fNEEOfQCaWotsY,1988-01-01,280213.0,0.000333,0.477,0.859,0.000155,0.265,-8.625,0.0387,91.009,0.629,0.0,1.0,4.0,1.0,2024-04-06,Heavy Metal
6ofvy4eMivKYNRi4EaDlsF,A Thousand Miles Away,40.0,185.0,12InvBNZTKboiU2xT663oK,2018-11-09,148040.0,0.846,0.461,0.271,0.0,0.12,-10.441,0.0606,166.282,0.425,7.0,1.0,5.0,1.0,2024-04-06,Doo-Wop Dee Doo
6I661pmM6IANKvfZgDnwbL,Ramus,63.0,185.0,4mSdD05BfppgiCGUVKcUZ3,2024-03-29,180750.0,0.951,0.136,0.000234,0.973,0.112,-40.765,0.0651,139.354,0.489,0.0,1.0,4.0,1.0,2024-04-06,Deep Sleep
0z4GTxxdYujL32uYYLjWoT,Quietude,40.0,185.0,3fewyiCJIgYVzSHCnDjlgM,2024-02-25,160574.0,0.993,0.597,0.065,0.972,0.108,-22.585,0.0593,94.365,0.456,2.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
4zblnLoTc8pq79vhj0UTly,Serene Horizon,59.0,185.0,3fSGnkoBcTdS5F9eEsCHMr,2024-01-01,193736.0,0.942,0.176,0.000605,0.917,0.121,-42.344,0.0484,71.366,0.0608,6.0,1.0,4.0,1.0,2024-04-06,Deep Sleep
7F1UIEo3ZOb4hpbysZJM4V,Weaving Together,46.0,185.0,4x3JdU2gxNgHzMdY61pCOx,2023-08-11,203711.0,0.977,0.629,0.17,0.94,0.111,-14.867,0.0668,87.569,0.346,2.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
1jTkRvUHQhh2v77G5KOyYW,Smoke Gets In Your Eyes,47.0,178.0,6KWcxMWVNVIYbdOQyJtsSy,1991-01-01,157760.0,0.936,0.334,0.247,8.77e-05,0.545,-11.02,0.0299,112.486,0.278,3.0,1.0,4.0,1.0,2024-04-06,Doo-Wop Dee Doo
1sokyJcoiRdRyjmPYzcQRu,Back at Mills Creek,53.0,185.0,1LZ0rsW9h1Aaoh9kJjWUeE,2024-01-26,138455.0,0.987,0.683,0.0668,0.915,0.112,-18.887,0.0621,107.288,0.433,5.0,1.0,3.0,1.0,2024-04-06,Instrumental Guitar Focus
6t1FIJlZWTQfIZhsGjaulM,Video Killed The Radio Star,65.0,183.0,057gc1fxmJ2vkctjQJ7Tal,1980-01-10,253800.0,0.0852,0.675,0.61,0.0188,0.159,-13.811,0.085,131.037,0.344,1.0,1.0,4.0,1.0,2024-04-06,Is it New Wave?
2FmGxujlxCoOMFLEY6XQ9W,Gee,36.0,3.0,2zee4amgZunaTl3YyLz1iG,2005-09-20,136400.0,0.803,0.57,0.434,0.0,0.232,-11.273,0.0475,80.96,0.758,4.0,0.0,4.0,1.0,2024-04-06,Doo-Wop Dee Doo
6kMZdaCLHWqECFKOatBPXF,I'm On The Outside (Looking In),48.0,184.0,3PF1KBeHYb14yKgsiE693V,1964-01-01,192066.0,0.844,0.39,0.231,0.0,0.489,-12.602,0.0516,185.534,0.21,7.0,1.0,3.0,1.0,2024-04-06,Doo-Wop Dee Doo
5xAkEg9CI3rxXFV8mdbSyp,Short Fat Fannie,56.0,184.0,5NBY8xM51dP3UGR7bwjLD6,1959,146560.0,0.587,0.658,0.616,0.0,0.043,-11.392,0.0581,145.557,0.976,0.0,1.0,3.0,1.0,2024-04-06,Doo-Wop Dee Doo
3sI0ekqQTE7NxdZhNFqF93,DAMN,53.0,185.0,"24neLwyYRyj4ItaGnFeIT0, 0Y4inQK6OespitzD6ijMwb",2020-04-03,220839.0,0.0236,0.715,0.962,6.11e-05,0.381,-4.416,0.26,149.974,0.517,4.0,0.0,4.0,1.0,2024-04-06,Hype
2QrxZvUD1JpMLREXy3D44T,Lux Brumalis,51.0,185.0,5cSY1JVvW3EoDFLfjuEBkg,2023-12-03,167817.0,0.985,0.578,0.108,0.959,0.104,-20.718,0.12,84.638,0.26,2.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
2CJYWfBlOJ9WWoi5ynPMDf,Rippling Waters,47.0,185.0,4jjr4BcdHYLSoU3Ba1pq9Q,2023-10-13,143250.0,0.964,0.577,0.165,0.957,0.111,-20.925,0.212,112.128,0.373,7.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,80.0,185.0,2wpWOzQE5TpA0dVnh5YD08,1984-10-15,302413.0,0.29,0.685,0.584,0.01,0.124,-10.616,0.0276,134.546,0.94,5.0,0.0,4.0,1.0,2024-04-06,All Out 80s
0OCFIEsSrmKueOiPK6S3xq,Pepper,62.0,184.0,"07CimrZi5vs9iEao47TNQ4, 5f7VJjfbwm532GiveGC0ZK, 5he5w2lnU9x7JFhnwcekXX",2023-10-13,148965.0,0.00114,0.754,0.906,0.000269,0.0893,-3.237,0.107,145.039,0.308,10.0,0.0,4.0,1.0,2024-04-06,Hype
5vmYMS6FR2b7J57OG0Cscl,Take Me to the River,66.0,185.0,163tK9Wjr9P9DmM0AVK7lm,2024-03-28,264066.0,0.51,0.586,0.593,6.62e-06,0.0701,-6.557,0.042,201.215,0.778,2.0,1.0,4.0,1.0,2024-04-06,Indie Pop
36xBFaVGjqm7le8CTHytUj,Parasite Eve,67.0,185.0,1Ffb6ejR6Fe5IamqA5oRUF,2020-10-30,291812.0,0.0289,0.589,0.797,4.35e-06,0.383,-5.464,0.15,102.489,0.232,9.0,1.0,4.0,1.0,2024-04-06,Heavy Metal
3CIOopLwvyMvXk97ZEksKO,Ace of Spades,73.0,185.0,1DFr97A9HnbV3SKTJFu62M,1980-11-08,168320.0,0.00313,0.322,0.991,0.0035,0.0708,-4.453,0.213,140.221,0.198,6.0,1.0,4.0,1.0,2024-04-06,Heavy Metal
4JfuiOWlWCkjP6OKurHjSn,Walk This Way,75.0,183.0,7Ey4PD4MYsKc5I2dolUwbH,1975-04-08,220310.0,0.0115,0.653,0.73,1.02e-05,0.0776,-10.613,0.0429,108.709,0.894,5.0,1.0,4.0,1.0,2024-04-06,All Out 80s
5w9upngVRHNjdZcRC7Xxr2,Delilah (pull me out of this),74.0,184.0,"4oLeXFyACqeem2VImYeBFe, 3WtrH1zNpzoPSz6XpwCh6y",2022-09-06,250702.0,0.138,0.685,0.827,0.00207,0.374,-7.745,0.224,133.93,0.586,10.0,1.0,4.0,1.0,2024-04-06,Hype
2gscB6kDOmrv1P6qs2KXE3,Wait and Bleed,74.0,171.0,05fG473iIaoy82BF1aGhL8,2009-09-09,147840.0,0.00208,0.382,0.996,0.0,0.417,-4.119,0.104,93.345,0.327,7.0,1.0,4.0,1.0,2024-04-06,Heavy Metal
4kr9gd3vK8IQw3783OeuIk,The Searching Mind,56.0,185.0,4VPaJH2YvHn7jNz6SVVgwn,2024-02-07,203718.0,0.954,0.196,0.00954,0.821,0.113,-30.499,0.0557,67.828,0.0376,6.0,0.0,4.0,1.0,2024-04-06,Deep Sleep
1GgytkMdKCMIhzDcPHTJMX,Moments,54.0,185.0,6gEGHbKHwwG0aslwsdWKL8,2024-01-12,139437.0,0.991,0.442,0.0857,0.926,0.109,-19.334,0.0543,163.567,0.079,8.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
4owSXetN7Yeq8h3ppIPdkF,"Maniac - From ""Flashdance""",59.0,94.0,771qBvjnXOH9Azr6lKy6FB,2023-06-27,246000.0,0.0396,0.605,0.757,2.6e-06,0.0447,-5.897,0.0554,157.714,0.828,3.0,0.0,4.0,1.0,2024-04-06,All Out 80s
146DRoVAxV5jNjv04Pw6XJ,Whispering Bells,42.0,185.0,10xLCBOlt2NhclsRmrOvX5,2022-07-01,143492.0,0.74,0.516,0.685,1.34e-05,0.419,-9.792,0.0565,127.047,0.747,10.0,1.0,4.0,1.0,2024-04-06,Doo-Wop Dee Doo
2wdtc3sdFO1rkAQYFJholn,Options,37.0,185.0,2eqoJbzUGDwys5ENUkbT3h,2023-10-20,165514.0,0.0987,0.613,0.545,0.0,0.112,-10.585,0.375,86.997,0.21,10.0,0.0,4.0,1.0,2024-04-06,State of Mind
3syIqcdNRjbFcWkEMRRT1d,damn Right Pt. 2,45.0,185.0,"0Wwji82sLA0Hcvtuak3omb, 540vIaP2JwjQb9dm3aArA4",2020-10-09,186666.0,0.077,0.75,0.95,0.000332,0.161,-2.938,0.194,81.019,0.623,1.0,1.0,4.0,1.0,2024-04-06,Hype
4SQLQfcR0vhyIN4uPBlc0d,Bang!,71.0,3.0,6s22t5Y3prQHyaHWUN1R1C,2021-03-26,170858.0,0.0183,0.74,0.517,0.0,0.0558,-6.233,0.0506,139.917,0.698,1.0,0.0,4.0,1.0,2024-04-06,Daily Lift
6EgTYGPIKWgKUf4QnJ3dr7,Moshpit,42.0,185.0,"21AUdblPrTRzkvJn8FGrlk, 67RWyN1fDOu7WuSTIi5hE7, 4820AP0lvBGJjSK0PXgZgo, 75vCyksqhYjtt5VIpc8g7u",2021-09-24,177600.0,0.0132,0.619,0.921,0.00116,0.117,0.182,0.351,75.084,0.462,9.0,1.0,4.0,1.0,2024-04-06,Hype
1GVnAD8Iz45rux6EC657Yv,Our Lips Are Sealed - Single Version,62.0,184.0,2mG8HHQ9S9kcbjcrb5N1FE,1981-01-01,167960.0,0.0444,0.608,0.864,3.49e-06,0.0341,-7.101,0.0522,131.199,0.947,8.0,1.0,4.0,1.0,2024-04-06,Is it New Wave?
1bgKnEPujoiQzz0pc6gdt7,You Belong To Me,40.0,185.0,6nYTjfJFNic9m83TROYHUS,1996-11-05,170186.0,0.893,0.322,0.36,2.92e-06,0.0918,-8.429,0.0273,97.63,0.378,1.0,1.0,3.0,1.0,2024-04-06,Doo-Wop Dee Doo
7pDUFFF3J4WEu1aZMW4M4b,Fearless,45.0,185.0,"0NcPKaSNIHAM2RfioH9vMT, 0deIjoDjl9g9Zpw0sCIOHh",2022-01-26,140000.0,0.000446,0.696,0.978,0.000474,0.105,-0.72,0.043,107.971,0.762,4.0,0.0,4.0,1.0,2024-04-06,Hype
4DzJ41A6qR14hHtS1djvdX,Slaughterhouse (feat. Bryan Garris),54.0,184.0,"6MwPCCR936cYfM1dLsGVnl, 7I25a8b3zJkLqCW2Ikfpfe, 4qrHkx5cgWIslciLXUMrYw",2022-05-13,263947.0,6.13e-05,0.304,0.987,0.000162,0.371,-2.578,0.193,149.992,0.153,7.0,1.0,4.0,1.0,2024-04-06,Heavy Metal
6t83zAQg9Efca1u1DPL930,Charlie Brown - 2007 Remaster Stereo Single Version; Remastered,46.0,184.0,3QZKZBEmr54lAVI5XvmjnM,2007-12-07,141306.0,0.604,0.485,0.751,1.07e-06,0.0124,-6.299,0.15,125.935,0.814,10.0,1.0,4.0,1.0,2024-04-06,Doo-Wop Dee Doo
6OvMmEeumtCP6WgYqgA08T,King,55.0,185.0,"1fd3fmwlhrDl2U5wbbPQYN, 1YfEcTuGvBQ8xSD1f53UnK",2023-11-24,167001.0,0.0124,0.427,0.939,0.000632,0.245,-2.672,0.425,128.15,0.164,9.0,1.0,3.0,1.0,2024-04-06,Hype
538IUnkjiDgU9Ndhf1wN2f,Goin' Out Of My Head,42.0,184.0,3PF1KBeHYb14yKgsiE693V,1964-01-01,149733.0,0.813,0.542,0.261,0.0,0.471,-12.231,0.0321,104.464,0.438,9.0,1.0,4.0,1.0,2024-04-06,Doo-Wop Dee Doo
4VFNyv0nVew5C878WDsPvE,Shout at the Devil,67.0,185.0,0cc6vw3VN8YlIcvr1v7tBL,1983-09-26,194986.0,0.0221,0.5,0.946,4.21e-05,0.068,-5.428,0.072,94.542,0.449,5.0,1.0,4.0,1.0,2024-04-06,All Out 80s
7ozdMt4x3HywrwfUsEedpg,Aeternus,67.0,185.0,3dYazD43M85TR46lQcHzyO,2024-01-05,186000.0,0.99,0.135,0.00226,0.963,0.114,-42.711,0.0435,143.014,0.0386,5.0,1.0,5.0,1.0,2024-04-06,Sleep
3EvpaRZkKWxsgDIO2zMH7g,"Heaven Is A Place On Earth - Promo 7"" Edit",66.0,2.0,7xkAwz0bQTGDSbkofyQt3U,1987,233666.0,0.0171,0.605,0.902,1.31e-06,0.124,-5.804,0.0385,122.866,0.692,4.0,1.0,4.0,1.0,2024-04-06,All Out 80s
4JHfB0tPjE38N5KTSaX39I,Can We Be Free,47.0,185.0,5mVWu2Ofpm2mlEpuMm3b4Q,2019-07-31,198315.0,0.0422,0.621,0.863,0.0,0.123,-3.389,0.0913,95.029,0.442,11.0,0.0,4.0,1.0,2024-04-06,Hype
0pjLpfnkjmrKAeBpcEX2Rm,Redemption,49.0,185.0,2eqoJbzUGDwys5ENUkbT3h,2024-04-05,196334.0,0.23,0.573,0.556,0.0,0.16,-8.185,0.325,87.051,0.507,1.0,1.0,4.0,1.0,2024-04-06,State of Mind
5qZMqZspIglsy4SJxtJt0S,Meet Your Maker,60.0,185.0,57ylwQTnFnIhJh4nu4rxCs,2023-02-10,237300.0,4.66e-05,0.489,0.968,0.00221,0.0904,-4.41,0.108,95.065,0.184,1.0,1.0,4.0,1.0,2024-04-06,Heavy Metal
0FCY8j3JRrZ2ynRUdMK9pS,Obsolete,61.0,185.0,4tususHNaR68xdgLstlGBA,2021-12-03,265750.0,0.000103,0.407,0.95,0.191,0.516,-6.998,0.193,191.741,0.246,7.0,1.0,4.0,1.0,2024-04-06,Hype
79bBVxV5lVioQrTtc9Nvgo,Don't Ask,41.0,183.0,49haq8aaaDI1pXbY1XcQaK,2024-02-23,245985.0,0.356,0.768,0.836,0.0397,0.114,-7.919,0.0656,103.994,0.641,1.0,1.0,4.0,1.0,2024-04-06,metropolis
1x8cTmOxmRcRmySayLAJ9C,La Fenice,51.0,185.0,5WKLrD3PamTJ6XPLeI3CXg,2023-12-24,159242.0,0.994,0.492,0.0204,0.956,0.107,-24.727,0.0532,99.094,0.223,11.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
2J9bFFDcOBsoNmK4dUHATi,Overdrive,36.0,185.0,22TEmHXBBLjTec2LOAuMdS,2024-01-22,236038.0,9.02e-06,0.388,0.918,0.144,0.154,-4.926,0.0355,170.042,0.886,8.0,1.0,4.0,1.0,2024-04-06,Heavy Metal
6wVViUl2xSRoDK2T7dMZbR,Bizarre Love Triangle,66.0,183.0,0yNLKJebCb8Aueb54LYya3,1986-09-29,263213.0,0.0804,0.613,0.885,0.746,0.0997,-7.463,0.052,118.506,0.919,10.0,1.0,4.0,1.0,2024-04-06,Is it New Wave?
7LkkWXUkyh3tk6C8SQbKef,Save Me,48.0,185.0,7yPPzu5UdAK7yagQqjEZQm,2022-06-17,127900.0,0.00691,0.589,0.725,0.326,0.17,-7.636,0.0504,150.03,0.261,2.0,1.0,4.0,1.0,2024-04-06,Hype
7hMlKC8T4RUcJDI5iYJRcz,Angry God Of Earth,32.0,183.0,6l8FgxcVWdqGn25uZY2rgY,2024-03-15,215111.0,0.000119,0.54,0.953,0.154,0.0601,-1.637,0.0492,135.094,0.791,5.0,0.0,4.0,1.0,2024-04-06,Heavy Metal
4AIVJN4gesqZ91UzHxSzqm,Reserve,65.0,185.0,6KHAX77UjY8HXrbGJjZNtI,2023-12-29,182500.0,0.982,0.158,0.00198,0.964,0.116,-39.389,0.0462,132.633,0.0802,4.0,1.0,3.0,1.0,2024-04-06,Sleep
3oyc1mIdCBGaU55wX7otqM,Pump It Up - 2021 Remaster,59.0,184.0,4qmHkMxr6pTWh5Zo74odpH,1978-03-17,196680.0,0.00921,0.645,0.809,0.00108,0.106,-6.12,0.0385,138.978,0.966,11.0,1.0,4.0,1.0,2024-04-06,Is it New Wave?
0dsETyiKlFL83feD6wNHl2,Dusk,54.0,185.0,2XPkhhGa0J9qSSTtJU0GEa,2023-09-10,154228.0,0.984,0.56,0.0882,0.952,0.107,-18.166,0.0985,96.34,0.454,7.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
0gdmDP6xy3ZV7JNoHWAN9k,Town Called Malice,69.0,177.0,2P560DaOMNDUACoH8ZhOCR,1982-03-12,173320.0,0.00228,0.542,0.91,0.00524,0.0686,-8.924,0.0873,101.774,0.775,7.0,1.0,4.0,1.0,2024-04-06,Is it New Wave?
54b8qPFqYqIndfdxiLApea,Alone,75.0,179.0,34jw2BbxjoYalTp8cJFCPv,1987-06-06,218733.0,0.638,0.418,0.452,0.000252,0.0959,-13.099,0.0355,175.124,0.168,1.0,1.0,4.0,1.0,2024-04-06,All Out 80s
1rhkJsynQ42VnaJanPmNwg,"Buzz, Buzz, Buzz",34.0,131.0,121nZKKBmAkL8NKaXY0rkC,1992-01-01,136333.0,0.742,0.6,0.474,3.56e-05,0.2,-9.724,0.36,173.469,0.96,0.0,1.0,4.0,1.0,2024-04-06,Doo-Wop Dee Doo
2SMNxADB0ffqaIoOwl2x06,Shotgun Blues,64.0,183.0,0L5fC7Ogm2YwgqVCRcF1bT,2021-12-03,267826.0,9.31e-06,0.528,0.947,0.0632,0.165,-7.175,0.0518,149.082,0.661,2.0,1.0,4.0,1.0,2024-04-06,Heavy Metal
5fwSHlTEWpluwOM0Sxnh5k,Pepas,80.0,185.0,329e4yvIujISKGKz1BZZbO,2021-06-24,287120.0,0.00776,0.762,0.766,6.98e-05,0.128,-3.955,0.0343,130.001,0.442,7.0,1.0,4.0,1.0,2024-04-06,Dance Party
1yYr4D1KjhhyDD5bZIiFQy,In Waves,57.0,167.0,278ZYwGhdK6QTzE3MFePnP,2011-08-03,302466.0,0.000211,0.477,0.94,0.0518,0.346,-3.435,0.103,76.517,0.338,9.0,1.0,4.0,1.0,2024-04-06,Heavy Metal
0X1rGmNiBAdqpkeWlaZbmi,At The Hop,34.0,182.0,6Ahm6X9wSKXitavOvu0XzY,2001-07-01,156266.0,0.268,0.605,0.811,3.49e-05,0.215,-7.305,0.0279,92.618,0.96,7.0,1.0,4.0,1.0,2024-04-06,Doo-Wop Dee Doo
2vNUATEUKbavRo2gMjHs2S,Cyberhex,61.0,184.0,"6MwPCCR936cYfM1dLsGVnl, 6ZLcdPSxw1fTYJlz3DLrSZ",2022-06-10,275247.0,0.000207,0.526,0.944,1.76e-05,0.0994,-3.815,0.144,112.531,0.281,6.0,0.0,4.0,1.0,2024-04-06,Heavy Metal
2uwscEwG2u0rDYTGSvxrWu,Nothing Lasts,41.0,185.0,5WrIiG2BnDY2kouJxzQPsh,2024-04-05,156266.0,0.566,0.796,0.27,0.92,0.114,-13.142,0.0412,111.048,0.406,0.0,1.0,4.0,1.0,2024-04-06,Front Page Indie
29BYcl5IptV6B5jfJRNq4o,Meant to Be,47.0,183.0,74gcBzlQza1bSfob90yRhR,2023-03-31,257906.0,0.193,0.575,0.42,0.0,0.108,-8.264,0.0299,117.943,0.117,5.0,1.0,3.0,1.0,2024-04-06,Rockin' Vibes
0bu1XZGQadPRJLf8F7hv6p,Into Motion,55.0,185.0,4YYQ7Q0261K5rIEs0SQZIi,2024-03-29,157659.0,0.973,0.761,0.031,0.843,0.115,-21.273,0.0922,77.604,0.156,3.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
3d2oXlbjVmk9Zb37m1Y5t4,Alibi,43.0,0.0,2xLEV2jDreAOcpJXFNoXyt,2024-02-23,168705.0,0.644,0.635,0.549,1.44e-05,0.131,-8.509,0.0264,114.002,0.829,9.0,1.0,4.0,1.0,2024-04-06,Rockin' Vibes
6ht9QNV3O5IZGXzX8QXHI0,Mértola,45.0,185.0,0FCH53d9OEyXLQeWb6ZYrQ,2023-11-17,181135.0,0.981,0.674,0.2,0.957,0.119,-16.371,0.0613,138.677,0.391,2.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
5bhYob3MDA4aVNPxZkUVGi,Poesia,52.0,185.0,5cSY1JVvW3EoDFLfjuEBkg,2023-09-03,140130.0,0.988,0.492,0.0689,0.884,0.111,-17.7,0.094,87.854,0.318,2.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
5ytPMYb6dkoli8sNSEsdmZ,Love Potion No. 9 - Remastered / Single Version,55.0,184.0,0ckkj0a9CvIJr4h84B0OlN,1991-08-10,113200.0,0.572,0.738,0.451,0.0,0.175,-12.949,0.146,128.853,0.793,7.0,1.0,4.0,1.0,2024-04-06,Doo-Wop Dee Doo
6qLM7FY8SPWYIyKKhzzVO0,Here With Me,55.0,185.0,4Ok1Cm5YX5StCQZgH0r2xF,2020-09-25,223999.0,0.0495,0.64,0.59,0.206,0.144,-2.502,0.0691,90.047,0.103,1.0,0.0,4.0,1.0,2024-04-06,Hype
3XfvTelX1xYLgwgpzfd8qi,Rumble,47.0,2.0,"5FKchcZpQOkqFvXBj1aCvb, 37PZXblQTqpEWGdjctNcGP",2018-08-14,282834.0,0.000209,0.312,0.892,0.809,0.101,-2.529,0.0666,112.639,0.033,4.0,1.0,3.0,1.0,2024-04-06,Hype
0rx4tPhXaiVrpglMzVLVbj,Santorini,52.0,185.0,7B5DgVnyn7BhJ3gWxIWCYJ,2023-10-06,129325.0,0.986,0.814,0.155,0.903,0.112,-17.749,0.0896,76.336,0.36,9.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
1DC5UfKYnUeMTQaKscS46L,Now's Not The Time,57.0,185.0,68bFmMmumjz0ig4CCNeoLZ,2024-03-08,178611.0,0.97,0.598,0.106,0.941,0.113,-20.422,0.0384,77.886,0.349,2.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus
3OQws3wO9koGb1g2QP2YsN,Maybe,33.0,3.0,08kLJJHCIH3KZGk4FZmWSK,2003-12-16,170000.0,0.829,0.252,0.461,0.000455,0.0808,-4.97,0.0378,206.796,0.382,10.0,1.0,3.0,1.0,2024-04-06,Doo-Wop Dee Doo
2iQoaliksvoEBhldqjYPgL,Remember We Die,54.0,185.0,5plcM0NxqZcnAWQVECcjWN,2016-08-19,225263.0,0.000367,0.497,0.978,0.0,0.389,-4.356,0.072,92.022,0.69,11.0,0.0,4.0,1.0,2024-04-06,Heavy Metal
7pihvWmEVo5J2PcxvP6T4f,Life Is but a Dream,46.0,185.0,3ldj7TJdwN9Ei96ZIUU3M7,1955-05-26,163746.0,0.788,0.252,0.364,1.22e-06,0.0972,-10.566,0.0503,178.501,0.286,5.0,1.0,3.0,1.0,2024-04-06,Doo-Wop Dee Doo
4E63weMCaNZuGPEFMnuEi8,exes,87.0,185.0,45dkTj5sMRSjrmBSBeiHym,2023-12-08,159400.0,0.173,0.821,0.575,0.000242,0.114,-6.57,0.0589,136.962,0.611,5.0,0.0,4.0,1.0,2024-04-06,Daily Lift
6uwjDA0Qi6hk8C6lPJIMc9,Gassed Up,54.0,184.0,"67qogtRNI0GjUr8PlaG6Zh, 3NJ94iuAmmMjbszODYT6pO, 07CimrZi5vs9iEao47TNQ4",2022-01-06,238285.0,0.0152,0.643,0.985,0.000965,0.311,-1.848,0.41,140.029,0.182,4.0,0.0,4.0,1.0,2024-04-06,Hype
5nxgnk2YmJRZUr1k0QvEIK,As Day Fades Into Night,64.0,185.0,5Q3USAuNC7NpbhO9JqN2uK,2023-12-26,192984.0,0.995,0.171,0.0039,0.902,0.114,-39.542,0.0493,137.778,0.0561,3.0,1.0,3.0,1.0,2024-04-06,Sleep
2aEuA8PSqLa17Y4hKPj5rr,Cheri Cheri Lady,81.0,185.0,79bxUQsBIXO8nVLB9fYKf7,1985,226333.0,0.458,0.677,0.616,0.0132,0.349,-13.826,0.032,114.223,0.851,10.0,1.0,4.0,1.0,2024-04-06,All Out 80s
0Vv8QzR27iisAXTdYifzG4,If only for a while,51.0,185.0,4Ho8lnnZWQ6ldapSazUAbq,2023-10-13,166000.0,0.959,0.145,0.0029,0.817,0.108,-36.255,0.0461,138.639,0.074,0.0,1.0,4.0,1.0,2024-04-06,Deep Sleep
5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,84.0,185.0,21dVknSLCsK37cWozWDZZS,2021-10-22,102860.0,0.00116,0.874,0.869,0.00238,0.164,-5.996,0.0315,126.027,0.726,1.0,0.0,4.0,1.0,2024-04-06,Dance Party
5EIyuLTiZwAmmlsqxdLJC0,Blue Mile,51.0,185.0,"5V7NIXgCnX2KuQ01Bxg20c, 3uWK9g12Kh4IarZX052vJR, 0lFrpd2SX8SmwUr07I4GE3",2023-12-01,212571.0,0.0787,0.739,0.898,0.0,0.0808,-4.486,0.0618,139.998,0.356,9.0,1.0,4.0,1.0,2024-04-06,Hype
3cx5cOuPaj3Yi0rRA5qSeu,Harvest,50.0,185.0,0Lt4RoVhvgZx1byuzqMAQc,2023-07-07,139714.0,0.977,0.695,0.0616,0.902,0.108,-20.797,0.0617,139.877,0.267,7.0,1.0,3.0,1.0,2024-04-06,Instrumental Guitar Focus
44aTAUBF0g6sMkMNE8I5kd,Every Little Thing She Does Is Magic,76.0,179.0,5NGO30tJxFlKixkPSgXcFE,1981-10-02,260573.0,0.121,0.558,0.768,0.0626,0.124,-9.997,0.0343,81.909,0.429,2.0,1.0,4.0,1.0,2024-04-06,Is it New Wave?
